type,자치구,법정동,지번주소,월세(만원),보증금(만원),관리비(만원),면적,층수,위도,경도,주실 방향,주차,난방시설,엘리베이터,생활시설,안전시설,법정동_정제,행정동,행정동_정제
원룸,서울 성북구,정릉동 150-27,서울 성북구 정릉동 150-27,75,100,8.0,12.85m²,8층,37.60368513,127.012198,북서,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 건조기, 싱크대, 인덕션, 붙박이장, 무인택배함","화재경보기, 경비원, 현관보안",정릉동,정릉2동,서울특별시 성북구 정릉2동
투룸,서울 마포구,신수동 89-83,서울 마포구 신수동 89-83,90,500,0.0,26.44m²,1층,37.54875148,126.9375628,남동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",현관보안,신수동,신수동,서울특별시 마포구 신수동
투룸,서울 강동구,명일동 337-7,서울 강동구 명일동 337-7,55,15000,6.0,42.83m²,2층,37.54838994,127.1453472,동,있음,개별난방,없음,"신발장, 싱크대","인터폰, 현관보안",명일동,명일1동,서울특별시 강동구 명일1동
원룸,서울 동대문구,장안동 319-8,서울 동대문구 장안동 319-8,30,3000,6.0,23.14m²,2층,37.57845502,127.0734813,북,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 인덕션","인터폰, CCTV, 현관보안",장안동,장안2동,서울특별시 동대문구 장안2동
원룸,서울 동작구,사당동 419-151,서울 동작구 사당동 419-151,40,1000,7.0,20m²,2층,37.47769157,126.9769904,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",사당동,사당1동,서울특별시 동작구 사당1동
원룸,서울 동작구,상도동 408,서울 동작구 상도동 408,60,5000,10.0,42.97m²,4층,37.49352956,126.9574312,북동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 싱크대, 인덕션, 붙박이장, 베란다, 사설경비","경비원, 비디오폰, CCTV, 방범창",상도동,상도1동,서울특별시 동작구 상도1동
투룸,서울 송파구,석촌동 170-4,서울 송파구 석촌동 170-4,45,5000,5.0,42.97m²,반지층,37.5055512,127.1041376,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다",현관보안,석촌동,석촌동,서울특별시 송파구 석촌동
원룸,서울 금천구,가산동 239-18,서울 금천구 가산동 239-18,30,200,3.0,13.22m²,옥탑,37.47373095,126.8871226,북동,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, TV",CCTV,가산동,가산동,서울특별시 금천구 가산동
투룸,서울 강남구,논현동 173-11,서울 강남구 논현동 173-11,170,200,10.0,80.99m²,4층,37.50928307,127.0297153,북서,있음,개별난방,없음,"천장형, 침대, 책상, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 전자레인지, TV","화재경보기, 현관보안",논현동,논현1동,서울특별시 강남구 논현1동
원룸,서울 강서구,공항동 52-25,서울 강서구 공항동 52-25,35,2000,13.0,20m²,6층,37.56010132,126.8095707,동,있음,중앙난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","경비원, CCTV, 현관보안",공항동,공항동,서울특별시 강서구 공항동
원룸,서울 동작구,사당동 1024-27,서울 동작구 사당동 1024-27,45,1000,9.0,19.83m²,2층,37.48017178,126.9770306,남서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, CCTV, 현관보안",사당동,사당1동,서울특별시 동작구 사당1동
원룸,서울 강남구,논현동 280-22,서울 강남구 논현동 280-22,100,1000,10.0,33m²,2층,37.50773781,127.0264614,북서,있음,개별난방,없음,"벽걸이형, 싱크대, 인덕션, 베란다",인터폰,논현동,논현1동,서울특별시 강남구 논현1동
원룸,서울 양천구,신정동 962-2,서울 양천구 신정동 962-2,40,500,7.0,12.41m²,3층,37.52379104,126.8558437,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, 현관보안",신정동,신정4동,서울특별시 양천구 신정4동
원룸,서울 송파구,잠실동 329-9,서울 송파구 잠실동 329-9,47,25000,8.0,28.1m²,2층,37.50255891,127.0845841,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 테라스, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안",잠실동,잠실본동,서울특별시 송파구 잠실본동
투룸,서울 송파구,문정동 106,서울 송파구 문정동 106,25,15000,8.0,32m²,4층,37.48593291,127.1294335,북동,있음,개별난방,없음,"옷장, 신발장, 냉장고, 세탁기, 인덕션","비디오폰, CCTV, 현관보안",문정동,장지동,서울특별시 송파구 장지동
원룸,서울 강남구,논현동 130-27,서울 강남구 논현동 130-27,48,48,7.0,13.22m²,4층,37.51223987,127.0309009,남,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 인터폰, CCTV, 현관보안, 방범창",논현동,논현1동,서울특별시 강남구 논현1동
원룸,서울 금천구,가산동 35-20,서울 금천구 가산동 35-20,33,300,5.0,19m²,1층,37.48337245,126.8826683,남서,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 현관보안, 방범창",가산동,가산동,서울특별시 금천구 가산동
원룸,서울 강북구,수유동 472-196,서울 강북구 수유동 472-196,40,1000,5.0,16.52m²,반지층,37.63265533,127.0183528,남동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 인덕션","인터폰, CCTV, 현관보안, 방범창",수유동,수유1동,서울특별시 강북구 수유1동
투룸,서울 광진구,중곡동 35-19,서울 광진구 중곡동 35-19,75,5000,2.0,52m²,1층,37.56264159,127.0862276,남,있음,개별난방,없음,싱크대,방범창,중곡동,중곡2동,서울특별시 광진구 중곡2동
원룸,서울 도봉구,쌍문동 88-14,서울 도봉구 쌍문동 88-14,45,500,8.0,16.8m²,6층,37.65041469,127.034906,서,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장, 무인택배함","화재경보기, 비디오폰, CCTV",쌍문동,쌍문3동,서울특별시 도봉구 쌍문3동
원룸,서울 서초구,반포동 739-9,서울 서초구 반포동 739-9,80,80,7.0,23.14m²,4층,37.50517821,127.0217546,남동,있음,개별난방,없음,"벽걸이형, 침대, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장",CCTV,반포동,반포1동,서울특별시 서초구 반포1동
원룸,서울 중구,신당동 347-275,서울 중구 신당동 347-275,65,2000,10.0,19.83m²,3층,37.55532338,127.0130578,남,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 베란다","비디오폰, 카드키, CCTV, 현관보안",신당동,청구동,서울특별시 중구 청구동
원룸,서울 강남구,논현동 55-13,서울 강남구 논현동 55-13,70,1000,5.0,23.14m²,2층,37.51284897,127.0246826,동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","비디오폰, 인터폰, CCTV, 현관보안, 방범창",논현동,논현1동,서울특별시 강남구 논현1동
원룸,서울 동작구,상도동 256-141,서울 동작구 상도동 256-141,25,5000,10.0,19.83m²,2층,37.49795566,126.9323261,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","비디오폰, 인터폰, CCTV",상도동,상도3동,서울특별시 동작구 상도3동
원룸,서울 강북구,미아동 129-22,서울 강북구 미아동 129-22,38,300,5.0,16.52m²,1층,37.62269909,127.0308216,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",미아동,송중동,서울특별시 강북구 송중동
원룸,서울 강북구,번동 448-2,서울 강북구 번동 448-2,65,1000,7.0,28.97m²,4층,37.63500567,127.0246281,남서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV, 붙박이장","CCTV, 현관보안",번동,번1동,서울특별시 강북구 번1동
원룸,서울 강북구,수유동 269-40,서울 강북구 수유동 269-40,48,5000,7.0,26.44m²,3층,37.64646471,127.0184685,남동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안",수유동,수유2동,서울특별시 강북구 수유2동
원룸,서울 강남구,역삼동 795-16,서울 강남구 역삼동 795-16,70,70,9.0,24.86m²,3층,37.49308803,127.0381928,남,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
투룸,서울 강남구,논현동 159-4,서울 강남구 논현동 159-4,70,1000,10.0,32.9m²,반지층,37.50949885,127.0259423,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다",인터폰,논현동,논현1동,서울특별시 강남구 논현1동
투룸,서울 중랑구,면목동 428-5,서울 중랑구 면목동 428-5,20,19000,5.0,24.98m²,2층,37.58368037,127.0899499,동,있음,개별난방,있음,"천장형, 신발장, 싱크대, 가스레인지","화재경보기, 인터폰, CCTV, 현관보안",면목동,면목3.8동,서울특별시 중랑구 면목3.8동
원룸,서울 성북구,석관동 340-250,서울 성북구 석관동 340-250,55,1200,8.0,18.33m²,2층,37.60621999,127.053155,남서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","인터폰, 카드키, CCTV, 현관보안",석관동,석관동,서울특별시 성북구 석관동
원룸,서울 동대문구,휘경동 286-98,서울 동대문구 휘경동 286-98,50,1000,7.0,19.83m²,반지층,37.58788735,127.0607843,동,있음,개별난방,없음,"침대, 책상, 옷장, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 현관보안",휘경동,휘경2동,서울특별시 동대문구 휘경2동
투룸,서울 광진구,화양동 44-79,서울 광진구 화양동 44-79,110,1000,5.0,33.05m²,3층,37.54367738,127.0662938,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 테라스",현관보안,화양동,화양동,서울특별시 광진구 화양동
원룸,서울 강동구,성내동 37-45,서울 강동구 성내동 37-45,40,3000,7.0,19.83m²,2층,37.53592343,127.1259021,서,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","인터폰, CCTV, 현관보안",성내동,성내2동,서울특별시 강동구 성내2동
원룸,서울 강서구,화곡동 339-24,서울 강서구 화곡동 339-24,40,500,9.0,19.83m²,2층,37.53431536,126.8479381,남동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",화곡동,화곡8동,서울특별시 강서구 화곡8동
원룸,서울 광진구,구의동 257-29,서울 광진구 구의동 257-29,85,2000,10.0,23.14m²,4층,37.53937213,127.0860093,서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 비데, 싱크대, 인덕션, 베란다, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안",구의동,구의1동,서울특별시 광진구 구의1동
원룸,서울 강동구,암사동 535,서울 강동구 암사동 535,30,5000,5.0,25.5m²,2층,37.5532392,127.1303718,동,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 가스레인지","인터폰, 현관보안",암사동,암사1동,서울특별시 강동구 암사1동
원룸,서울 송파구,석촌동 293-7,서울 송파구 석촌동 293-7,80,3000,9.0,23.14m²,3층,37.50240674,127.1083993,남,있음,개별난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 비디오폰, 카드키, CCTV, 현관보안",석촌동,석촌동,서울특별시 송파구 석촌동
원룸,서울 영등포구,영등포동7가 29-112,서울 영등포구 영등포동7가 29-112,30,3000,8.0,23.14m²,4층,37.52469581,126.9081212,남,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, CCTV, 현관보안",영등포동,영등포동,서울특별시 영등포구 영등포동
원룸,서울 서대문구,창천동 4-19,서울 서대문구 창천동 4-19,45,5000,7.0,26.44m²,4층,37.55822217,126.9414957,동,있음,중앙난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 붙박이장","경비원, CCTV",창천동,신촌동,서울특별시 서대문구 신촌동
투룸,서울 강북구,미아동 77-10,서울 강북구 미아동 77-10,90,1000,7.0,34m²,1층,37.61521465,127.0338565,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지",현관보안,미아동,송중동,서울특별시 강북구 송중동
원룸,서울 양천구,목동 523-5,서울 양천구 목동 523-5,45,1000,6.0,19.83m²,2층,37.54621378,126.8761716,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",목동,목2동,서울특별시 양천구 목2동
원룸,서울 영등포구,당산동2가 30-8,서울 영등포구 당산동2가 30-8,55,1000,10.0,26.44m²,8층,37.52228843,126.8919524,남,있음,개별난방,있음,"천장형, 옷장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 붙박이장","화재경보기, 비디오폰, CCTV, 현관보안",당산동,당산1동,서울특별시 영등포구 당산1동
원룸,서울 성동구,행당동 28-7,서울 성동구 행당동 28-7,65,1000,0.0,21m²,2층,37.55723099,127.0414678,남,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, CCTV, 현관보안",행당동,사근동,서울특별시 성동구 사근동
원룸,서울 강서구,등촌동 509-12,서울 강서구 등촌동 509-12,45,500,8.0,19.83m²,2층,37.54911376,126.8630596,남,있음,개별난방,없음,"벽걸이형, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","CCTV, 현관보안",등촌동,등촌2동,서울특별시 강서구 등촌2동
투룸,서울 영등포구,신길동 482-1,서울 영등포구 신길동 482-1,60,5000,9.0,33.05m²,5층,37.49929053,126.9187909,남,있음,개별난방,없음,"천장형, 옷장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 비디오폰, CCTV",신길동,신길6동,서울특별시 영등포구 신길6동
원룸,서울 강서구,마곡동 758,서울 강서구 마곡동 758,15,14600,6.0,22.51m²,7층,37.56928905,126.8256102,서,있음,중앙난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 인터폰, 카드키, CCTV, 방범창",마곡동,가양1동,서울특별시 강서구 가양1동
원룸,서울 동대문구,휘경동 106,서울 동대문구 휘경동 106,65,500,7.0,23.14m²,10층,37.59151902,127.0647744,남동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장",인터폰,휘경동,휘경1동,서울특별시 동대문구 휘경1동
원룸,서울 영등포구,영등포동6가 68-3,서울 영등포구 영등포동6가 68-3,45,1000,10.0,19.83m²,5층,37.52088072,126.9033059,남,있음,개별난방,있음,"벽걸이형, 책상, 냉장고, 세탁기, 인덕션, 붙박이장",CCTV,영등포동,영등포동,서울특별시 영등포구 영등포동
원룸,서울 노원구,공릉동 621-8,서울 노원구 공릉동 621-8,45,1000,7.0,18m²,3층,37.6191312,127.076106,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 인터폰, 카드키, CCTV, 현관보안",공릉동,공릉1동,서울특별시 노원구 공릉1동
원룸,서울 동작구,사당동 419-5,서울 동작구 사당동 419-5,120,3000,4.0,23.25m²,1층,37.47987817,126.9762495,동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 테라스","화재경보기, 비디오폰, CCTV, 현관보안",사당동,사당1동,서울특별시 동작구 사당1동
원룸,서울 광진구,군자동 93-50,서울 광진구 군자동 93-50,30,3000,5.0,29.75m²,2층,37.55762966,127.0745149,남서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, 카드키, 현관보안, 방범창",군자동,군자동,서울특별시 광진구 군자동
원룸,서울 성북구,종암동 3-101,서울 성북구 종암동 3-101,50,1000,8.0,20m²,3층,37.59734717,127.0386834,남,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 세탁기, 싱크대, 인덕션, 전자레인지, TV","CCTV, 현관보안",종암동,종암동,서울특별시 성북구 종암동
원룸,서울 강서구,화곡동 400-33,서울 강서구 화곡동 400-33,48,500,5.0,23.14m²,3층,37.53866051,126.8411542,남,있음,개별난방,없음,"벽걸이형, 책상, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
투룸,서울 중랑구,면목동 135-9,서울 중랑구 면목동 135-9,100,3000,7.0,31.07m²,5층,37.59089073,127.0820642,동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 전자레인지, 베란다, 테라스, 무인택배함","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",면목동,면목2동,서울특별시 중랑구 면목2동
원룸,서울 강동구,천호동 452-20,서울 강동구 천호동 452-20,30,18900,9.0,13.37m²,11층,37.53832091,127.1284073,서,있음,개별난방,있음,"천장형, 냉장고, 세탁기, 인덕션, 붙박이장","인터폰, 현관보안",천호동,천호3동,서울특별시 강동구 천호3동
원룸,서울 강북구,수유동 508-104,서울 강북구 수유동 508-104,58,1000,7.0,28.66m²,4층,37.63557015,127.0106993,서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 베란다","비디오폰, CCTV, 현관보안",수유동,인수동,서울특별시 강북구 인수동
원룸,서울 영등포구,당산동 121-20,서울 영등포구 당산동 121-20,40,3000,8.0,19.76m²,4층,37.52763019,126.9074257,남서,있음,개별난방,있음,"벽걸이형, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, CCTV, 현관보안",당산동,당산2동,서울특별시 영등포구 당산2동
원룸,서울 강서구,화곡동 353-92,서울 강서구 화곡동 353-92,33,300,7.0,17m²,1층,37.53319538,126.8430932,남,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","인터폰, CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 동작구,신대방동 344-98,서울 동작구 신대방동 344-98,19,100,11.0,23.14m²,5층,37.49477687,126.9269554,남동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 무인택배함","카드키, CCTV, 현관보안",신대방동,신대방2동,서울특별시 동작구 신대방2동
원룸,서울 양천구,신월동 166-10,서울 양천구 신월동 166-10,45,200,7.0,23.14m²,3층,37.53428584,126.8289934,동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 인터폰, CCTV, 현관보안",신월동,신월3동,서울특별시 양천구 신월3동
원룸,서울 강서구,공항동 66-95,서울 강서구 공항동 66-95,42,300,13.0,10m²,1층,37.55909256,126.8085077,남,있음,개별난방,있음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",공항동,공항동,서울특별시 강서구 공항동
원룸,서울 강북구,수유동 176-43,서울 강북구 수유동 176-43,35,2000,6.0,19.83m²,1층,37.6413129,127.0264049,북동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","CCTV, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
원룸,서울 영등포구,당산동6가 335-1,서울 영등포구 당산동6가 335-1,50,1000,8.0,19.83m²,5층,37.5357945,126.9017162,남,있음,개별난방,있음,"천장형, 침대, 책상, 식탁, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장",현관보안,당산동,당산2동,서울특별시 영등포구 당산2동
투룸,서울 동작구,신대방동 694-31,서울 동작구 신대방동 694-31,105,5000,5.0,29.93m²,3층,37.48707692,126.9086579,남동,있음,개별난방,없음,"벽걸이형, 신발장, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",신대방동,신대방1동,서울특별시 동작구 신대방1동
원룸,서울 양천구,목동 131-14,서울 양천구 목동 131-14,40,4000,7.0,19.83m²,3층,37.54467766,126.8819735,남,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션","인터폰, CCTV, 현관보안",목동,목2동,서울특별시 양천구 목2동
원룸,서울 중랑구,묵동 172-24,서울 중랑구 묵동 172-24,65,3000,9.0,26.44m²,3층,37.61360805,127.0789967,남동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","비디오폰, 카드키, CCTV, 현관보안",묵동,묵1동,서울특별시 중랑구 묵1동
투룸,서울 금천구,시흥동 791-34,서울 금천구 시흥동 791-34,125,500,5.0,29.99m²,2층,37.46137297,126.9063143,남서,있음,개별난방,있음,"신발장, 싱크대, 인덕션","비디오폰, 인터폰, CCTV, 현관보안, 방범창",시흥동,시흥4동,서울특별시 금천구 시흥4동
원룸,서울 영등포구,양평동3가 30-9,서울 영등포구 양평동3가 30-9,45,1000,8.0,19.83m²,5층,37.52643189,126.8844609,남,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, CCTV, 현관보안",양평동,양평1동,서울특별시 영등포구 양평1동
원룸,서울 영등포구,당산동4가 32-204,서울 영등포구 당산동4가 32-204,45,1000,7.0,19.83m²,3층,37.52933522,126.9001076,남,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",당산동,당산2동,서울특별시 영등포구 당산2동
원룸,서울 강서구,화곡동 901-13,서울 강서구 화곡동 901-13,42,500,5.0,23.14m²,8층,37.52926296,126.8450007,서,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 인터폰, CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
투룸,서울 동대문구,장안동 399-17,서울 동대문구 장안동 399-17,94,2000,6.0,29.19m²,2층,37.56614522,127.0644602,북동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",장안동,장안1동,서울특별시 동대문구 장안1동
원룸,서울 광진구,능동 270-6,서울 광진구 능동 270-6,50,1000,5.0,22m²,1층,37.55315079,127.0844456,북동,있음,개별난방,있음,"벽걸이형, 침대, 신발장, 냉장고, 세탁기, 인덕션","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",능동,능동,서울특별시 광진구 능동
원룸,서울 서초구,반포동 738-18,서울 서초구 반포동 738-18,61,1000,9.0,19.83m²,2층,37.5057765,127.022587,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","화재경보기, 인터폰, CCTV, 현관보안",반포동,반포1동,서울특별시 서초구 반포1동
원룸,서울 영등포구,당산동 121-64,서울 영등포구 당산동 121-64,38,1000,9.0,19.83m²,2층,37.52928462,126.9069866,남동,있음,개별난방,있음,"벽걸이형, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, CCTV, 현관보안",당산동,당산2동,서울특별시 영등포구 당산2동
원룸,서울 영등포구,당산동4가 32-165,서울 영등포구 당산동4가 32-165,45,500,9.0,19.83m²,5층,37.5296823,126.8992725,남,있음,개별난방,있음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","CCTV, 현관보안",당산동,당산2동,서울특별시 영등포구 당산2동
원룸,서울 광진구,군자동 473-1,서울 광진구 군자동 473-1,90,1000,1.0,18.2m²,9층,37.55773799,127.0769933,남,있음,개별난방,있음,"천장형, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",군자동,군자동,서울특별시 광진구 군자동
원룸,서울 강서구,염창동 282-4,서울 강서구 염창동 282-4,50,1000,9.0,14.04m²,3층,37.54785815,126.8761291,남,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 식탁, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 현관보안",염창동,염창동,서울특별시 강서구 염창동
원룸,서울 동대문구,휘경동 19-2,서울 동대문구 휘경동 19-2,40,200,6.0,23.14m²,반지층,37.58685948,127.0632204,남,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",방범창,휘경동,휘경2동,서울특별시 동대문구 휘경2동
투룸,서울 강서구,화곡동 24-343,서울 강서구 화곡동 24-343,75,1000,5.0,42m²,3층,37.54853318,126.847707,남서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다","인터폰, 현관보안",화곡동,화곡본동,서울특별시 강서구 화곡본동
원룸,서울 강서구,공항동 694-2,서울 강서구 공항동 694-2,30,500,10.0,13.5m²,1층,37.55784,126.8133507,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",공항동,공항동,서울특별시 강서구 공항동
투룸,서울 강동구,천호동 21-33,서울 강동구 천호동 21-33,125,5000,7.0,43.6m²,2층,37.54651313,127.1383246,동,있음,개별난방,있음,"천장형, 옷장, 인덕션","화재경보기, 현관보안",천호동,천호1동,서울특별시 강동구 천호1동
원룸,서울 송파구,가락동 75-3,서울 송파구 가락동 75-3,70,5000,9.0,19.6m²,4층,37.49663967,127.1204856,남동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, 인터폰, 현관보안",가락동,가락본동,서울특별시 송파구 가락본동
원룸,서울 성북구,하월곡동 41-74,서울 성북구 하월곡동 41-74,30,5000,7.0,16.5m²,3층,37.60076485,127.041994,남,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","인터폰, CCTV, 현관보안",하월곡동,월곡2동,서울특별시 성북구 월곡2동
