id,business_name,longitude,latitude,category
195,감사원,126.9852901,37.58621065,버스
196,중앙중고,126.9869653,37.58309218,버스
197,인왕빌딩,126.9577443,37.60792833,버스
198,종로4가.종묘공원,126.994624,37.570689,버스
199,국립민속박물관,126.9795534,37.57925518,버스
200,광화문새마을금고,126.9711466,37.57936877,버스
201,새마을금고,126.9965181,37.58773706,버스
202,혜화우체국,127.0006137,37.58603766,버스
203,언덕앞,126.9637922,37.60895398,버스
204,경희궁자이4단지,126.961358,37.57136,버스
205,종로센트레빌후문.e편한세상보문아파트,127.0161855,37.58177439,버스
206,사우디대사관앞.경남빌라,126.9850312,37.58410567,버스
207,안국선원.삼거리,126.9849941,37.58279098,버스
208,구기터널입구,126.9567769,37.60820461,버스
209,종로3가.1.3.5호선,126.991965,37.57158,버스
210,경복궁,126.9793378,37.57695016,버스
211,소나무집,126.9641105,37.61127707,버스
212,독립문역3번출구,126.9597453,37.57287848,버스
213,청룡사.보문파크뷰자이아파트,127.0170071,37.58001895,버스
214,북촌한옥마을입구.정세권활동터,126.9849422,37.58159973,버스
215,종로1.2.3.4가동주민센터,126.9911314,37.57438371,버스
216,창덕궁,126.990385,37.57676,버스
217,아름다운실버,126.9654637,37.61201006,버스
218,독립문초등학교,126.9607207,37.57384748,버스
219,종로센트레빌아파트,127.0156927,37.58035344,버스
220,가회동주민센터,126.984957,37.579973,버스
221,구기빌라,126.9579797,37.60626861,버스
222,원남로터리,126.9975115,37.57623737,버스
223,보현산신각,126.9657791,37.61348252,버스
224,천사유치원,126.9618604,37.57464802,버스
225,쌍용아파트입구.창신역,127.0149636,37.58051123,버스
226,아름다운가게.정독도서관,126.985123,37.57895,버스
227,산정빌라,126.9574922,37.60515199,버스
228,이화사거리,127.002101,37.576513,버스
229,박종화고택입구,126.9676873,37.61431026,버스
230,무악현대아파트후문,126.962001,37.57630608,버스
231,헌법재판소.안국역,126.985816,37.577387,버스
232,청구빌라,126.956984,37.60461026,버스
233,서울대어린이병원응급실.갑상선센터,126.99984,37.578686,버스
234,화인빌라,126.9685386,37.61293453,버스
235,넓은마당,126.962888,37.57527281,버스
236,창신초등학교,127.0153886,37.5769032,버스
237,수운회관,126.986671,37.575219,버스
238,상명대후문,126.9573354,37.60402558,버스
239,힐탑,126.9690206,37.61160556,버스
240,신학대학교총회본부,126.9634446,37.57397631,버스
241,낙원상가,126.987417,37.57376,버스
242,완성빌라,126.9575011,37.60340209,버스
243,서울대병원장례식장,126.997431,37.5805554,버스
244,혜화역1번출구,127.001843,37.583485,버스
245,감나무골공원,126.9699479,37.61240596,버스
246,한국사회과학자료원,126.9641433,37.57363321,버스
247,동묘역,127.0142454,37.57269435,버스
248,금강제화,126.98756,37.57057,버스
249,경진빌라,126.9578304,37.60200372,버스
250,성균관대학교앞,126.9993359,37.58325978,버스
251,청와대,126.973762,37.582971,버스
252,춘추문,126.979657,37.583126,버스
253,경복궁.국립민속박물관,126.97959,37.579407,버스
254,효자로입구(가상),126.9744334,37.57626474,버스
255,EN갤러리,126.970607,37.613411,버스
256,성균관대정문,126.99662,37.584957,버스
257,600주년기념관,126.993942,37.587329,버스
258,성균관대운동장,126.99237,37.587863,버스
259,학생회관,126.993738,37.587445,버스
260,종로문화센터,126.9646262,37.57464708,버스
261,동대문역.2번출구,127.0117218,37.57204945,버스
262,종각역YMCA,126.985096,37.570379,버스
263,서교빌라,126.9571554,37.60198906,버스
264,경복궁역,126.9724733,37.57707221,버스
265,성대입구,126.998853,37.5832668,버스
266,무애사,126.9718458,37.61390043,버스
267,단군성전앞,126.9653175,37.57556009,버스
268,동대문종합시장,127.00496,37.571212,버스
269,상명초등학교,126.9567154,37.60092381,버스
270,법련사,126.9796651,37.57658798,버스
271,광화문새마을금고,126.9710277,37.57949309,버스
272,성균관대학교,126.996857,37.586047,버스
273,참샘골공원,126.974255,37.614612,버스
274,활터앞,126.9653294,37.57681261,버스
275,종로5가.3번출구,127.0020898,37.57141925,버스
276,인사동들머리.3.1독립선언터,126.983297,37.57194702,버스
277,정독도서관,126.980074,37.580262,버스
278,오거리.한옥마을입구,126.9697393,37.57946844,버스
279,평창공원지킴터입구,126.9757439,37.6163964,버스
280,창경궁.고궁호텔.메이플레이스호텔,126.9974492,37.57655816,버스
281,광화문,126.975569,37.570337,버스
282,종로1가,126.980129,37.57037,버스
283,종로2가,126.986463,37.570083,버스
284,종로3가,126.99321,37.570635,버스
285,종로3가,126.9909932,37.57010243,버스
286,종로4가,126.996252,37.57047,버스
287,동대문종합시장종로6가,127.003292,37.570862,버스
288,종로도서관,126.9671252,37.57648423,버스
289,경복궁역,126.9715056,37.57617809,버스
290,경복궁역,126.97168,37.575816,버스
291,안국역,126.9852296,37.57661375,버스
292,안국역,126.985506,37.57631851,버스
293,창덕궁,126.988901,37.577519,버스
294,성대입구,126.999229,37.583283,버스
295,종로사우나,126.9877504,37.57380111,버스
296,엄마분식,126.9557163,37.60124243,버스
297,삼청파출소,126.9813258,37.58164517,버스
298,통인시장.종로구보건소,126.9687505,37.58033503,버스
299,종로5가역,127.0000249,37.57067136,버스
300,평창동산림제3초소,126.977104,37.617356,버스
301,배화여중고,126.9678157,37.57675563,버스
302,대학로입구.이화사거리,127.0025802,37.57598417,버스
303,운현궁,126.9869814,37.57527161,버스
304,상명대입구,126.9569583,37.60002101,버스
305,삼청동주민센터,126.9822105,37.58468468,버스
306,박노수미술관,126.9668945,37.58102656,버스
307,김창열.윤명로화실,126.9783685,37.616305,버스
308,사직공원.경복궁역입구,126.9689039,37.57622069,버스
309,충신시장,127.0054049,37.57497665,버스
310,안국역2번출구앞,126.9861183,37.57717282,버스
311,금융연수원,126.9818479,37.58587767,버스
312,감람산기도원,126.979873,37.61594393,버스
313,카센터.터널앞,126.9658593,37.57416446,버스
314,재동초등학교,126.9853617,37.57879109,버스
315,삼청공원삼거리.옥호정터,126.9817445,37.58741852,버스
316,이화사거리,127.0022813,37.57532007,버스
317,연화정사,126.9794938,37.614649,버스
318,대신중고,126.9616893,37.57261781,버스
319,현대사거리,126.987,37.579306,버스
320,교남동주민센터,126.96128,37.5721523,버스
321,부암동주민센터.무계원,126.9637682,37.59293534,버스
322,형제봉입구,126.9816862,37.61286432,버스
323,교남동새마을금고,126.9623375,37.57149436,버스
324,창신초교,127.0157201,37.57603721,버스
325,가회동주민센터,126.9851294,37.57994265,버스
326,볼링장,126.98817,37.579317,버스
327,부암슈퍼,126.9638602,37.59476007,버스
328,지구촌교회,126.979238,37.613106,버스
329,월암공원,126.964693,37.571226,버스
330,숭인1동주민센터,127.0155607,37.577415,버스
331,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077,버스
332,하림각,126.9629664,37.59768473,버스
333,보현빌라,126.978421,37.615382,버스
334,스위스대사관,126.965696,37.570137,버스
335,안국선원.삼거리,126.9852205,37.58274325,버스
336,세검정교회,126.960029,37.599386,버스
337,혜화동로터리,127.0010032,37.58591961,버스
338,김종영미술관,126.9781123,37.61326379,버스
339,서울시교육청,126.966702,37.569383,버스
340,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282,버스
341,사우디대사관,126.9852486,37.58386331,버스
342,상명대입구,126.9574023,37.59985447,버스
343,혜화초등학교,126.9999909,37.58738929,버스
344,강북삼성병원,126.9683377,37.56853152,버스
345,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465,버스
346,감사원,126.9855618,37.58626565,버스
347,국민생활관,126.9993138,37.5896276,버스
348,종로센트레빌후문.e편한세상보문아파트,127.015935,37.581911,버스
349,통일부,126.9861073,37.58753085,버스
350,서울국제고등학교,126.9971408,37.58907429,버스
351,성대후문.와룡공원,126.989734,37.58915228,버스
352,상명초등학교,126.9568174,37.60090493,버스
353,새마을금고,126.996569,37.58784069,버스
354,경진빌라,126.9579482,37.60186409,버스
355,명륜시장.성대후문,126.9952305,37.58872461,버스
356,완성빌라,126.9576665,37.60333997,버스
357,양현관,126.9937686,37.589768,버스
358,상명대후문,126.9574634,37.60407158,버스
359,샘미용실,126.9934084,37.59025457,버스
360,산정빌라,126.9575782,37.60528358,버스
361,구기빌라,126.9579809,37.60613345,버스
362,마트앞,126.9587565,37.60669871,버스
363,국민은행.세검정지점,126.960876,37.604952,버스
364,혜화역4번출구,127.001555,37.583509,버스
365,방송통신대앞,127.0019927,37.57869736,버스
366,서울대치과대학,126.997802,37.577411,버스
367,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134,버스
368,성균관대학교,126.9900036,37.58846387,버스
369,독립문역,126.9594078,37.57328385,버스
370,서울대치과대학,126.99787,37.577572,버스
371,이화사거리,127.0020085,37.57694834,버스
372,서울대학교병원현관.암병원현관,126.9981568,37.57895147,버스
373,종각.공평유적전시관,126.9832427,37.57159379,버스
374,조계사,126.9831364,37.57360211,버스
375,동대문역JW메리어트동대문호텔,127.009186,37.570859,버스
376,대학로,127.0021204,37.58189612,버스
377,창경궁,126.9964163,37.57915963,버스
378,창덕궁,126.9901776,37.57753017,버스
379,인사동.북촌,126.9837978,37.57589502,버스
380,경복궁.국립민속박물관,126.9794465,37.5794474,버스
381,세종문화회관,126.977004,37.573219,버스
382,통인시장,126.9713316,37.57911876,버스
383,세종문화회관,126.977017,37.573219,버스
384,종각역,126.9828944,37.56937996,버스
385,인사동.탑골공원,126.9888006,37.57011554,버스
386,종묘.세운상가,126.9935557,37.57035485,버스
387,광장시장,126.9996734,37.57062373,버스
388,동묘.숭인동도깨비시장,127.0180439,37.5734766,버스
389,서울풍물시장,127.0231781,37.57334003,버스
390,청와대,126.97376,37.58268481,버스
391,남대문세무서.서울백병원,126.9875299,37.56498481,버스
392,서울백병원.국가인권위.안중근활동터,126.9878515,37.56435047,버스
393,서울역버스환승센터,126.9722571,37.55514602,버스
394,서울역버스환승센터,126.9725951,37.55538899,버스
395,서울역버스환승센터,126.9727617,37.5553877,버스
396,서울역버스환승센터,126.9728548,37.55547941,버스
397,서울역버스환승센터.강우규의거터,126.972926,37.555411,버스
398,숭례문,126.9737784,37.55863886,버스
399,숭례문(가상),126.9743556,37.55979677,버스
400,서울시청,126.9806321,37.56613826,버스
401,만리동고개,126.9626582,37.55178706,버스
402,손기정체육공원입구,126.9662339,37.55444595,버스
403,서울의료보건고등학교.서울역서부,126.968902,37.555848,버스
404,서울역서부,126.969153,37.556235,버스
405,서울역서부,126.969212,37.557133,버스
406,중림동교차로,126.9691354,37.55838363,버스
407,종근당.충정로역,126.964543,37.559648,버스
408,한국경제신문사.서소문역사공원,126.967868,37.56021115,버스
409,한국경제신문사.서소문역사공원,126.9681135,37.56062347,버스
410,경찰청.동북아역사재단,126.9691267,37.56304949,버스
411,장충동써미트호텔,127.00667,37.562273,버스
412,서대문경찰서.농협은행.유관순활동터,126.9677868,37.56490628,버스
413,염천교,126.973113,37.559869,버스
414,숭례문,126.973359,37.558401,버스
415,숭례문.한국일보,126.9737376,37.55877131,버스
416,후암삼거리,126.975993,37.553408,버스
417,숭례문,126.9743627,37.55876338,버스
418,숭례문,126.9740437,37.55841953,버스
419,숭례문,126.9736279,37.55800065,버스
420,남대문시장악세사리전문상가,126.976,37.558873,버스
421,숭례문남산방향,126.9756721,37.55855816,버스
422,남대문시장,126.9800598,37.56119108,버스
423,북창동.남대문시장,126.978282,37.56123,버스
424,시청앞,126.976443,37.562197,버스
425,삼성본관앞,126.9759075,37.56205175,버스
426,시청앞,126.9761487,37.56276421,버스
427,서소문,126.974652,37.563191,버스
428,시청.서소문청사,126.9749539,37.56352484,버스
429,서울신문사,126.9773647,37.56836329,버스
430,우리은행종로지점,126.9829289,37.567519,버스
431,롯데백화점,126.982205,37.56451,버스
432,해운센터.롯데영프라자,126.9815478,37.56289078,버스
433,롯데영프라자,126.982008,37.562885,버스
434,신세계백화점,126.981432,37.561128,버스
435,남대문시장.회현역,126.9777651,37.55826752,버스
436,남대문시장.회현역,126.9784645,37.55849203,버스
437,남산3호터널,126.98274,37.558312,버스
438,남산3호터널.서울애니메이션센터,126.9826359,37.55952609,버스
439,명동역4번출구,126.984917,37.560657,버스
440,퇴계로2가.명동역5번출구,126.984362,37.56093,버스
441,퇴계로3가.한옥마을.한국의집,126.9917772,37.56125082,버스
442,퇴계로3가.한옥마을.한국의집,126.99241,37.560902,버스
443,충무로역2번출구.대한극장앞,126.994728,37.561238,버스
444,충무로역8번출구.대한극장앞,126.9964922,37.56203716,버스
445,초동,126.993112,37.56334618,버스
446,을지로입구.로얄호텔,126.9853903,37.56587574,버스
447,을지로입구.시청입구,126.9811712,37.56613826,버스
448,을지로2가.기업은행본점.서울노동청,126.9865234,37.56624623,버스
449,을지로2가.파인에비뉴,126.98867,37.566072,버스
450,을지로3가,126.990263,37.566375,버스
451,을지로3가,126.9913276,37.56612052,버스
452,을지로4가,126.995933,37.566687,버스
453,을지로4가.베스트웨스턴국도,126.9968473,37.56640104,버스
454,중구청앞.덕수중학교,126.9981401,37.5647746,버스
455,방산시장.을지로4가역6번출구,126.9992585,37.56681829,버스
456,을지로5가.중부시장,127.001115,37.56662004,버스
457,방산시장.훈련원종합체육관,127.0024045,37.56796085,버스
458,을지로5가.훈련원종합체육관,127.0025946,37.56582435,버스
459,을지로6가.국립중앙의료원,127.006233,37.566173,버스
460,광희동,127.0072097,37.56505283,버스
461,광희동,127.00772,37.565171,버스
462,을지로6가.국립중앙의료원,127.0058435,37.56646311,버스
463,동대문역사문화공원,127.0083555,37.56735414,버스
464,동대문역사문화공원,127.00917,37.567483,버스
