id,road_address,business_name,longitude,latitude,category
138,"서울특별시 중구 동호로7길 45 (신당동,2층)",PC토랑,127.010889689197,37.5518020452993,PC방
139,"서울특별시 중구 퇴계로86길 70 (신당동,지상 2층)",HARU PC,127.018696899098,37.5626194326071,PC방
140,"서울특별시 중구 다산로 222, 3층 (신당동)",긱스타PC,127.015591399432,37.5628525208577,PC방
141,"서울특별시 중구 다산로42길 3 (신당동,지상 2층)",액션pc방,127.016545009327,37.5650353249966,PC방
142,서울특별시 중구 다산로29길 51  (신당동),바이러스피시방,127.011408629616,37.5618844278084,PC방
143,서울특별시 중구 충무로4길 2  (초동),pc하우스,126.992993567185,37.5649387886034,PC방
144,서울특별시 중구 다산로 222  (신당동),사이버리아신당2점,127.015591399432,37.5628525208577,PC방
145,"서울특별시 용산구 한강대로77길 11, 2층 (갈월동)",제노PC방(갈월점),126.972130856033,37.5417114040155,PC방
146,"서울특별시 용산구 이태원로 180, 스카이하이 지하1층 (이태원동)",아이뎁스PC,126.994224816687,37.5342217426698,PC방
147,"서울특별시 용산구 녹사평대로 240, 1층 (이태원동)",리얼PC방,126.98763333746,37.5389065292265,PC방
148,"서울특별시 용산구 이촌로 290, 지하층 (이촌동, 전보상가)",포그네PC방,126.978884210078,37.5181933311082,PC방
149,"서울특별시 용산구 보광로 40, 2층 (보광동)",엔탑PC방,126.999577904884,37.528013623307,PC방
150,"서울특별시 용산구 청파로47길 52, 지층 102호 (청파동2가, 명신프라자)",놀숲PC,126.967646680698,37.5449725093355,PC방
151,"서울특별시 용산구 효창원로37길 29, 2층 (용문동)",3POP PC방,126.95877718467,37.5381606210203,PC방
152,"서울특별시 용산구 청파로47길 66, 중하빌딩 (청파동2가)",PC CLUB 블랙,126.966770459878,37.545067501628,PC방
153,"서울특별시 용산구 대사관로 72, 제일빌딩 지하1층 (한남동)",덤프,127.005947068599,37.5330952126175,PC방
154,"서울특별시 용산구 후암로28길 38, 101호/109호 (후암동, 남산리치빌)",3POP,126.979266187454,37.5493219003255,PC방
155,서울특별시 용산구 한강대로21나길 40 (한강로3가),드래곤힐스pc방,126.964227468456,37.5282491342856,PC방
156,"서울특별시 용산구 후암로 46 (후암동, 제일은행)",액션,126.977586978891,37.5499660777672,PC방
157,"서울특별시 용산구 한강대로 297 (갈월동, 우신빌딩)",어메이징파크pc방,126.971683656137,37.5447583877858,PC방
158,"서울특별시 용산구 한강대로 363-1, 2층 (동자동)",동자pc방,126.971797580425,37.5508319577772,PC방
159,"서울특별시 용산구 보광로 46, 지층 1,2호 (보광동)",3POP PC방,126.99921497434,37.5283391534087,PC방
160,"서울특별시 성동구 용답19길 17-1, 새마을금고 지하1층 (용답동)",탑클래스PC 용답점,127.052481864068,37.5638156826095,PC방
161,"서울특별시 성동구 광나루로 337, 2층 (송정동)",행운 PC,127.067234924413,37.5485118802394,PC방
162,"서울특별시 성동구 금호로 86, 금호연풍교회 2층 나호 (금호동1가)",1프로PC아레나,127.025769360191,37.5512121044209,PC방
163,"서울특별시 성동구 천호대로 400, 지1층 B112호 (용답동, 신창비바패밀리)",장한평PC방,127.063321479459,37.5612964964549,PC방
164,"서울특별시 성동구 행당로17길 27, 2층 (행당동, 에뜨롬행당)",레드포스 PC 아레나 왕십리점,127.032586553151,37.5606049409487,PC방
165,서울특별시 성동구 금호산길 71  (금호동2가),검프인터넷게임방,127.019601957921,37.5545554514075,PC방
166,서울특별시 성동구 상원길 58 (성수동1가),프리미엄 본스 PC방,127.048207218373,37.5491362031845,PC방
167,"서울특별시 성동구 마조로3가길 15, 지하 1층 (행당동)",도깨비PC방Ⅱ,127.03989916258,37.55928471794,PC방
168,"서울특별시 성동구 용답15길 14 (용답동, 삼도빌딩)",코아인PC방,127.051947277565,37.5642917351454,PC방
169,"서울특별시 성동구 성덕정길 58, 동현빌딩 (성수동1가)",인디고PC방,127.04983797524,37.5380170136893,PC방
170,서울특별시 성동구 상원길 50 (성수동1가),지투존 PC방(뚝섬역점),127.048435238491,37.5484290061859,PC방
171,서울특별시 성동구 사근동길 52  (사근동),인터뱅크,127.046514947844,37.5607588505651,PC방
172,"서울특별시 성동구 무학봉28길 1, B1층 (하왕십리동)",앤탑 PC,127.032382076511,37.5625318686893,PC방
173,"서울특별시 성동구 마장로 201, 2층 (홍익동)",스타 PC방,127.032188966313,37.5666985784504,PC방
174,"서울특별시 성동구 사근동8길 11, 2층 (사근동)",秀(수)PC방,127.046826592712,37.5601257771204,PC방
175,서울특별시 성동구 왕십리로 236-1 (행당동),아이닉스 PC,127.041298107188,37.5579403096281,PC방
176,서울특별시 성동구 행당로 1 (금호동1가),긱스타 Cafe pc방,127.020335835064,37.5548124720494,PC방
177,"서울특별시 성동구 장터길 34, 남지빌딩 B01층 (금호동4가)",래드포스PC,127.019612621523,37.5481743997868,PC방
178,"서울특별시 성동구 아차산로7길 8, 2층 (성수동2가)",앤탑PC방,127.054482141376,37.5458574431701,PC방
179,"서울특별시 성동구 마조로 17, B1층 (행당동, 한양시장)",비원(BONE) PC,127.040469845279,37.5595557237992,PC방
180,서울특별시 성동구 동일로 187 (송정동),맞짱PC,127.067435713733,37.548931360746,PC방
181,서울특별시 성동구 성덕정길 84 (성수동2가),N JOY PC방,127.052762758573,37.5377619313618,PC방
182,서울특별시 성동구 성수일로12길 15  (성수동2가),올넷(ALL NET),127.052938959553,37.5486887229106,PC방
183,서울특별시 성동구 행당로15길 21 (행당동),원게임 PC방,127.031074791355,37.5597847205551,PC방
184,"서울특별시 성동구 고산자로 234, 지하1층 (행당동)",이스포츠센터,127.03526540093,37.5605265052689,PC방
185,"서울특별시 성동구 성덕정길 86, 2층 (성수동2가)",2RANG PC,127.053043206878,37.5377024298091,PC방
186,서울특별시 성동구 성덕정19길 1 (성수동2가),거북선PC방,127.055463400818,37.5373831747349,PC방
187,"서울특별시 성동구 난계로 32, 2층 (금호동1가)",쓰리팝 PC,127.025029317419,37.5551410652603,PC방
188,"서울특별시 성동구 마장로 137, 2층 2136호, 2137호 (상왕십리동, 텐즈힐)",W PC,127.025053595952,37.5678250213489,PC방
189,"서울특별시 성동구 금호로 86  (금호동1가,가동3층)",듀얼인터넷pc방,127.025769360191,37.5512121044209,PC방
190,서울특별시 성동구 왕십리로21길 14  (행당동),멀티PC게임방,127.032864490866,37.5612978205226,PC방
191,"서울특별시 성동구 마조로 9, 지하1층 (행당동)",G PLUS PC방,127.040554610589,37.5587090278115,PC방
192,"서울특별시 성동구 아차산로 91, 현진빌딩 4층 (성수동2가)",WEST PC방,127.054482759879,37.545307923565,PC방
193,서울특별시 성동구 독서당로39길 43-1  (옥수동),사이버넷,127.010937661597,37.5408854464724,PC방
194,"서울특별시 성동구 왕십리로 333, 유성빌딩 지하1층 (하왕십리동)",텐즈PC (TENZ PC),127.032571064368,37.562723999259,PC방
195,서울특별시 종로구 대명길 9 (명륜4가),프리미엄pc방,127.000958936342,37.583376138945,PC방
196,"서울특별시 종로구 수표로 105, 2층 (종로2가, 육의전빌딩)",레벨업 PC방,126.989152966372,37.5705989139519,PC방
197,"서울특별시 종로구 성균관로 12, 유니지오 203.204호 (명륜2가)",레벨업 PC cafe,126.998153324962,37.583982677102,PC방
198,서울특별시 종로구 종로66길 13 (숭인동),사이버존PC방,127.022023632788,37.5742326927433,PC방
199,"서울특별시 종로구 우정국로2길 21, 대왕빌딩 지하1층 (관철동)",옵티멈존 PC카페 종각역점,126.984281413033,37.5697034972222,PC방
200,"서울특별시 종로구 종로 325, 글라스타워 지하1층 (창신동)",BONE pc방,127.013713331944,37.572752624919,PC방
201,"서울특별시 종로구 난계로29길 55, 숭인동 청년주택 2층 (숭인동)",신설PC,127.020174307033,37.5735851179002,PC방
202,"서울특별시 종로구 종로 191, 2층 (종로4가)",행운PC,126.999002281266,37.5711020733218,PC방
203,"서울특별시 종로구 진흥로 456, 2층 (구기동)",덤프pc,126.958441783525,37.6068720018317,PC방
204,"서울특별시 종로구 돈화문로11길 23, 지하1층 (돈의동)",탑 플레이스,126.990100870009,37.5723246733308,PC방
205,서울특별시 성동구 마장로 283 (마장동),블랙홀PC방,127.041429927751,37.5656518033574,PC방
206,"서울특별시 종로구 종로 66, 대한성서공회 종로회관 3층 (종로2가)",포탈 스페이스,126.984705397841,37.5699156472384,PC방
207,"서울특별시 종로구 종로14길 19, 예지빌딩 4층 (관철동)",옵티멈존PC카페 종각2호점,126.987054345753,37.5690689023223,PC방
208,"서울특별시 종로구 삼일대로17길 19, 원산빌딩 2층 (관철동)",아이센스리그PC 종각점,126.986332282651,37.5690623337682,PC방
209,"서울특별시 종로구 종로 308-1, 3층 (창신동)",우림게임장 PC,127.012048006993,37.5717611714478,PC방
210,서울특별시 종로구 창신길 49 (창신동),프렌즈PC방,127.010446207148,37.5738518126169,PC방
211,"서울특별시 종로구 자하문로2길 4 (적선동, 경복빌딩)",제노PC방,126.972859321085,37.576377886406,PC방
212,"서울특별시 종로구 성균관로 58, 청암빌딩 지하1층 (명륜1가)",에이플 PC CAFE,126.996872117628,37.5878579110221,PC방
213,"서울특별시 종로구 창경궁로 236 (명륜4가, 이화빌딩)",스틸시리즈 PC방(steelseries PC),126.998834230134,37.5826436294265,PC방
214,"서울특별시 종로구 진흥로 461, 지하1층 (구기동)",욜로PC,126.959553747038,37.6069647396025,PC방
215,"서울특별시 종로구 종로 383, 2층 (숭인동)",장동민의 옹PC,127.019838583294,37.5745510412021,PC방
216,"서울특별시 종로구 종로66길 13, 2층 (숭인동)",피시스토리,127.022023632788,37.5742326927433,PC방
217,서울특별시 종로구 통일로 252 (무악동),도깨비 pc방,126.957832225139,37.5748334953191,PC방
218,"서울특별시 종로구 종로 335, 지하1층 (창신동)",잇츠PC,127.0148243418,37.5731036083714,PC방
219,"서울특별시 종로구 창경궁로 234, 동화빌딩 (명륜4가)",ESC PC,126.998527082015,37.5824983858422,PC방
220,서울특별시 성동구 마조로5길 3-3  (행당동),CYBER ZONE,127.040672881648,37.5597496386723,PC방
221,서울특별시 성동구 왕십리로 284  (행당동),단비넷PC방,127.036904798892,37.5597786273063,PC방
222,"서울특별시 성동구 천호대로 304  (용답동,4층)",테크노pc방,127.054020786993,37.5654468726963,PC방
223,서울특별시 성동구 무학봉길 50 (하왕십리동),힘쎈수달 PC방,127.028286038522,37.5603842241488,PC방
224,"서울특별시 성동구 마조로 11, 지하1층 (행당동)",3POP PC2(쓰리팝 PC2),127.040664404256,37.5589370324066,PC방
